29733;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-28 16:07:00+00:00;2017
29737;200 FEET FROM 2010 KILDAIRE FARM ROAD (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-29 23:56:10+00:00;2017
29744;75 FEET FROM PVA OF 1110 SE CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-29 19:23:55+00:00;2017
29745;95 FEET FROM DRIVEWAY 103 RAPPORT DR;CONCRETE;DRY;DAYLIGHT;CLEAR;2017-06-28 21:47:37+00:00;2017
29747;.2 MILES FROM SR 3090 (WESTON PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-29 22:43:43+00:00;2017
29748;130 FEET FROM US HIGHWAY 64 (WESTBOUND);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-28 11:19:49+00:00;2017
29749;.25 MILES FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-29 13:14:00+00:00;2017
29750;.82 MILES FROM US 1 HIGHWAY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-30 12:08:17+00:00;2017
29751;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-30 12:11:05+00:00;2017
29753;75 FEET FROM SR# 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-29 20:12:26+00:00;2017
29757;CARY;;;;CLOUDY;2017-06-26 04:00:00+00:00;2017
29758;CARY;;;;CLOUDY;2017-06-24 04:00:00+00:00;2017
29779;30 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-07-01 15:22:00+00:00;2017
29789;250 FEET FROM P.V.A. (340 CROSSROADS BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-07-03 14:48:00+00:00;2017
11538;175 FEET FROM HOWLAND AV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-03-12 19:20:24+00:00;2014
11541;250 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-03-12 20:46:04+00:00;2014
11544;288 FEET FROM MIDDLE CREEK PARK AVE;;;;CLOUDY;2014-02-28 02:37:27+00:00;2014
11555;125 FEET FROM US 1 HWY SOUTH (OFF-RAMP);CONCRETE;ICE;DAYLIGHT;CLEAR;2014-03-04 11:27:34+00:00;2014
11557;5 FEET FROM 1334 WICKLOW CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-14 12:21:05+00:00;2014
11559;10 FEET FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-13 12:42:43+00:00;2014
11561;10 FEET FROM REEDY CREEK RD SR#1650;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-03-16 01:20:40+00:00;2014
11565;.1 MILES FROM N HARRISON AV (SR 1652);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-14 22:17:28+00:00;2014
11566;0 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-13 19:29:29+00:00;2014
11567;0 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-14 19:29:29+00:00;2014
11572;20 FEET FROM TEN TEN RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-15 15:00:00+00:00;2014
11575;100 FEET FROM PVA - 638 WALNUT STREET;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-15 15:31:00+00:00;2014
11577;300 FEET FROM PVA - 1920 NW MAYNARD ROAD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-15 16:49:00+00:00;2014
11578;0 FEET FROM SR 1625 (GREEN LEVEL CHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-15 23:03:02+00:00;2014
11582;10 FEET FROM CHAPEL HILL RD (54);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-16 21:58:32+00:00;2014
11583;0 FEET FROM WALFORD WAY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-03-16 00:06:43+00:00;2014
11590;1.0 MILES FROM US-1;CONCRETE;WET;DAYLIGHT;RAIN;2014-03-16 18:18:51+00:00;2014
11591;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;FREEZING RAIN;2014-03-17 21:01:58+00:00;2014
11592;50 FEET FROM 1607 WALNUT ST;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-17 18:16:17+00:00;2014
11593;150 FEET FROM US 1 TO WALNUT ST RAMP SB;COARSE ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-03-17 22:35:25+00:00;2014
11603;75 FEET FROM MADISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-11 16:18:00+00:00;2014
11605;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-03-19 00:35:20+00:00;2014
11607;400 FEET FROM AVIATION PKWY (SR 3097);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-19 00:17:50+00:00;2014
11608;281 FEET FROM PVA 1235 NW MAYNARD RD;COARSE ASPHALT;WET;DAYLIGHT;RAIN;2014-03-18 20:24:05+00:00;2014
11614;10 FEET FROM WALNUT ST (SR1343);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-19 16:33:00+00:00;2014
11616;.02 MILES FROM (SR 1315) BUCK JONES RD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-18 17:44:28+00:00;2014
11619;.2 MILES FROM (SR1642) NELSON RD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-19 18:08:30+00:00;2014
11621;146 FEET FROM PVA 211 E CHATHAM ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-20 22:58:33+00:00;2014
11631;200 FEET FROM SR1652;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-21 13:31:41+00:00;2014
11642;120 FEET FROM YATES STORE RD (SR1626);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-22 17:16:17+00:00;2014
11643;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-03-23 17:14:55+00:00;2014
11644;0 FEET FROM RP 3122 (LOUIS STEPHENS DR);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-03-19 04:59:00+00:00;2014
11647;250 FEET FROM PVA (98 CORNERSTONE DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-21 18:46:55+00:00;2014
11654;0 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-20 21:51:05+00:00;2014
11662;150 FEET FROM KILDAIRE FARM RD SR#1300;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-24 21:14:45+00:00;2014
11670;100 FEET FROM TRYON RD (SR-1009);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-26 15:23:00+00:00;2014
11672;NEAR .01 MILES NW OF NW CARPENTER FIRE STATION RD#1624;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-03-23 00:07:25+00:00;2014
11673;.1 MILES FROM OLD APEX RD (1616);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-03-27 01:06:23+00:00;2014
11685;.25 MILES FROM PVA (2350 WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-27 19:39:39+00:00;2014
11686;75 FEET FROM PVA OF 950 N HARRISON AV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-27 19:15:14+00:00;2014
11687;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-03-28 02:21:00+00:00;2014
11691;0 FEET FROM SR 1625(GREEN LEVEL CHURCH RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-03-28 12:50:09+00:00;2014
11697;.19 MILES FROM BUCK JONES RD-SR 1315;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-03-29 01:34:21+00:00;2014
11704;0.22 MILES FROM US 64 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-28 19:18:22+00:00;2014
11713;12 FEET FROM NE MAYNARD RD NC54;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-03-29 13:38:46+00:00;2014
11715;450 FEET FROM SE CARY PKWY (SR-3977);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-03-31 00:41:29+00:00;2014
11731;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-01 13:41:48+00:00;2014
11733;50 FEET FROM 102 HIDDEN SPRINGS RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-01 13:41:48+00:00;2014
11741;50 FEET FROM DAVIS DR SR# 1615;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2014-04-01 23:32:54+00:00;2014
11742;200 FEET FROM PVA OF 802 E CHATHAM ST;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2014-03-29 05:44:20+00:00;2014
11744;.1 MILES FROM P.V.A. 222 GREGSON DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-03-26 20:06:32+00:00;2014
11754;79 FEET FROM SR 1415 (MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-02 11:45:00+00:00;2014
11755;100 FEET FROM SR 1415 (SW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-02 21:52:24+00:00;2014
11770;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-04-06 16:51:00+00:00;2014
11774;100 FEET FROM SW CARY PARKWAY(SR-3977);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-04-04 12:14:38+00:00;2014
11779;50 FEET FROM KILDAIRE FARM RD (SR 1300);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-04 19:41:24+00:00;2014
11781;100 FEET FROM PVA AT 1920 NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-05 19:15:46+00:00;2014
11784;NEAR .1 MILES W OF W MORRISVILLE PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-05 21:31:25+00:00;2014
11785;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-07 15:04:00+00:00;2014
11787;CARY;COARSE ASPHALT;WET;DAYLIGHT;CLOUDY;2014-04-07 15:05:00+00:00;2014
11788;CARY;;;;CLOUDY;2014-04-05 18:46:06+00:00;2014
11793;200 FEET FROM 1297-A BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-05 15:51:00+00:00;2014
11806;25 FEET FROM SR 1521 (LAKE PINE DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-04-09 12:10:49+00:00;2014
11818;.10 MILES FROM SR 3977;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-04 16:58:00+00:00;2014
11819;50 FEET FROM NE MAYNARD RD (NC 54);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-10 22:39:39+00:00;2014
11823;.17 MILES FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-10 18:21:55+00:00;2014
11828;100 FEET FROM 103 WESTON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-11 14:44:00+00:00;2014
11829;.50 MILES FROM PVA OF 2350 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-04-08 11:13:14+00:00;2014
11833;0.17 MILES FROM (PVA) 500 GREGSON DR;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2014-04-10 23:20:09+00:00;2014
11836;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-12 23:06:31+00:00;2014
11843;10 FEET FROM CRESCENT GREEN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-11 21:18:33+00:00;2014
11847;30 FEET FROM LAKE PINE DR 1521;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-04-07 20:53:28+00:00;2014
11849;0 FEET FROM OVERCUP OAK LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-12 00:38:17+00:00;2014
11854;60 FEET FROM SE MAYNARD RD (1415);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-13 01:39:16+00:00;2014
11859;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-13 23:40:59+00:00;2014
11866;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-14 18:44:17+00:00;2014
11869;0 FEET FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-06 19:24:00+00:00;2014
11871;100 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-04-15 15:46:00+00:00;2014
11875;.2 MILES FROM US 1;COARSE ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2014-04-15 09:54:00+00:00;2014
11876;0.3 MILES FROM US 1;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-04-15 18:27:35+00:00;2014
11885;.25 MILES FROM WALNUT ST TO US 1 RAMP NB;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-04-15 21:37:11+00:00;2014
11888;15 FEET FROM 6770 MCCRIMMON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-16 21:47:31+00:00;2014
11889;400 FEET FROM 3430 TEN TEN RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-16 20:03:16+00:00;2014
11891;.25 MILES FROM US 64 E;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-04-16 04:16:00+00:00;2014
11916;0 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-04-17 01:16:27+00:00;2014
11923;20 FEET FROM DILLARD DR (SR 1349);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-18 00:47:01+00:00;2014
11926;0.09 MILES FROM (PVA) 2416 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-17 18:11:23+00:00;2014
11932;100 FEET FROM N HARRISON AVENUE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-21 11:05:25+00:00;2014
11944;300 FEET FROM PVA 600 WAVERLY PL;CONCRETE;DRY;DAYLIGHT;CLEAR;2014-04-22 17:28:48+00:00;2014
11945;.10 MILES FROM US 1 (OFF RAMP);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-22 13:17:12+00:00;2014
11950;200 FEET FROM 1300 CRESCENT GREEN PVA;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-22 22:46:15+00:00;2014
11951;0 FEET FROM SR 1652 N HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-23 01:38:34+00:00;2014
11952;87 FEET FROM;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-04-23 01:52:45+00:00;2014
11973;25 FEET FROM NW CARY PKY/3112;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-04-25 02:23:00+00:00;2014
11980;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-24 15:11:00+00:00;2014
11986;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-04-25 21:01:08+00:00;2014
11989;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-04-25 05:14:20+00:00;2014
12001;.25 MILES FROM 1260 KILDAIRE FARM RD SR #1300;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-21 15:29:00+00:00;2014
12009;1.5 MILES FROM CARY PARK WAY  #3977;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-04-28 15:44:00+00:00;2014
12020;.25 MILES FROM WALNUT ST # 1313;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-26 15:23:00+00:00;2014
12030;.10 MILES FROM 107 SAINT LAZARE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-29 21:16:57+00:00;2014
12036;125 FEET FROM PVA OF 1205 NE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-24 15:08:00+00:00;2014
12039;82 FEET FROM SOUTHHILL DR;COARSE ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;CLOUDY;2014-04-30 09:41:46+00:00;2014
12041;.10 MILES FROM NW CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-04-29 18:36:14+00:00;2014
12054;0 FEET FROM SR 3977 (SW CARY PARKWAY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-05-01 21:44:06+00:00;2014
12055;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-01 20:55:16+00:00;2014
12062;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-01 14:43:00+00:00;2014
12063;.3 MILES FROM CARPENTER UPCHURCH SR 1617;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-01 11:36:39+00:00;2014
12065;.1 MILES FROM BENDER RIDGE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-04-29 13:38:00+00:00;2014
12073;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-03 22:08:29+00:00;2014
12075;.25 MILES FROM US 1 HWY NB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-02 23:48:07+00:00;2014
12082;.09 MILES FROM SR 1319 (JONES FRANKLIN RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-04-24 13:53:45+00:00;2014
12089;.10 MILES FROM PVA OF 300 KILDAIRE WOODS DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-05-02 15:34:00+00:00;2014
12099;25 FEET FROM PVA AT 531 E CHATHAM ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-05 18:22:32+00:00;2014
12101;NEAR .46 MILES S OF S SR 1600 (GREEN LEVEL CHURCH RD;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2014-05-03 05:07:40+00:00;2014
12104;25 FEET FROM (SR 1652) N HARRISON AV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-05 18:18:13+00:00;2014
12111;.3 MILES FROM PVA 1105 WALNUT STREET;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-06 22:27:51+00:00;2014
12116;.27 MILES FROM SR 1315 (BUCK JONES ED);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-05 16:28:00+00:00;2014
12117;300 FEET FROM 1311 KILDAIRE FARM RD (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-06 22:00:48+00:00;2014
12122;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-01 10:43:13+00:00;2014
12123;30 FEET FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-05-07 16:29:00+00:00;2014
12124;200 FEET FROM 530 NEW WAVERLY PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-06 17:17:43+00:00;2014
12130;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-06 14:24:00+00:00;2014
12136;.03 MILES FROM (SR 3977) CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-08 10:58:36+00:00;2014
12138;300 FEET FROM P.V.A. OF 1105 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-08 03:37:00+00:00;2014
12145;.3 MILES FROM HIGH HOUSE RD 1615;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-02 15:44:00+00:00;2014
12147;.10 MILES FROM PVA 1273 NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-09 17:15:58+00:00;2014
12148;200 FEET FROM 638 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-07 11:58:08+00:00;2014
12163;100 FEET FROM 1805 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-10 18:57:15+00:00;2014
12164;25 FEET FROM WALNUT ST SR# 1313;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-11 19:01:36+00:00;2014
12166;0 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-09 23:29:29+00:00;2014
12167;0 FEET FROM SR 3977 (SW CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-07 12:42:10+00:00;2014
12171;.19 MILES FROM SR #1011 (E CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-09 23:19:29+00:00;2014
12177;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-09 20:10:06+00:00;2014
12178;250 FEET FROM SR1600-GREEN LEVEL CHURCH RD;COARSE ASPHALT;UNKNOWN;DAYLIGHT;CLEAR;2014-05-11 11:41:42+00:00;2014
12182;.10 MILES FROM KILDAIRE FARM ROAD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-12 17:12:28+00:00;2014
12187;80 FEET FROM US-64;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-12 18:42:48+00:00;2014
12188;30 FEET FROM SUMMERHOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-12 13:13:57+00:00;2014
12198;.12 MILES FROM (P.V.A) 97 CORNERSTONE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-12 17:06:18+00:00;2014
12199;.10 MILES FROM HARRISON OAKS BLVD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-05-13 04:16:00+00:00;2014
12204;.1 MILES FROM 1253 BUCK JONES RD SR 1315;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-13 15:41:00+00:00;2014
12209;458 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-13 21:28:48+00:00;2014
12215;0 FEET FROM HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-13 18:57:15+00:00;2014
12217;70 FEET FROM SR 3124 (MORRISVILLE PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-15 00:21:00+00:00;2014
12218;60 FEET FROM SR1300;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-14 11:05:47+00:00;2014
12222;100 FEET FROM W. CHATHAM ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-16 01:27:05+00:00;2014
12228;20 FEET FROM NC 55 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-05-15 23:06:50+00:00;2014
12230;CARY;SMOOTH ASPHALT;WET;DUSK;RAIN;2014-05-15 23:54:51+00:00;2014
12232;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-05-15 20:29:54+00:00;2014
12236;NEAR .2 MILES S OF S NC 55 HWY;SMOOTH ASPHALT;WATER (STANDING, MOVING);DAYLIGHT;RAIN;2014-05-15 17:07:21+00:00;2014
12239;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-14 17:43:37+00:00;2014
12241;10 FEET FROM REGENCY PKWY (SR4067);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-12 18:32:21+00:00;2014
12249;.10 MILES FROM SR 3073 (NW MAYNARD RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-16 18:09:54+00:00;2014
12252;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-16 20:36:44+00:00;2014
12257;50 FEET FROM SR 1313 (WALNUT ST.);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-16 20:17:18+00:00;2014
12258;50 FEET FROM P.V.A. 2500 HIGHSTONE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-17 02:44:00+00:00;2014
12260;CARY;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-05-17 06:17:05+00:00;2014
12267;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-17 14:16:00+00:00;2014
12270;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-17 15:33:00+00:00;2014
12273;.25 MILES FROM 2100 AUTO PARK BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-05-17 20:44:37+00:00;2014
12276;200 FEET FROM US-1;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-19 18:00:34+00:00;2014
12283;300 FEET FROM OLD REEDY CREEK RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-19 22:06:37+00:00;2014
12285;.2 MILES FROM E. JOHNSON ST;;;;CLOUDY;2014-05-17 01:43:56+00:00;2014
12291;300 FEET FROM DAVIS DR (SR-1613);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-20 10:30:50+00:00;2014
12299;0.12 MILES FROM SR 1625 (GREEN LEVEL CH. RD.);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-21 13:48:56+00:00;2014
12300;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2014-05-15 15:49:00+00:00;2014
12309;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-16 17:30:40+00:00;2014
12315;0 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-20 23:36:41+00:00;2014
12323;300 FEET FROM 1200 CRESCENT GREEN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2014-05-23 17:15:12+00:00;2014
12325;.1 MILES FROM 2420 WALNUT ST (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-25 02:16:00+00:00;2014
12330;100 FEET FROM VALLEYSTONE DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-19 20:55:11+00:00;2014
12335;90 FEET FROM SR 1349 (DILLARD DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2014-05-23 20:48:34+00:00;2014
12336;300 FEET FROM P.V.A. (3901 KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2014-05-21 21:29:26+00:00;2014
