27317;40 FEET FROM KENSINGTON DR;SMOOTH ASPHALT;;DAYLIGHT;CLEAR;2016-12-20 19:25:12+00:00;2016
27322;20 FEET FROM US 1 S OFF RAMP;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-20 16:29:00+00:00;2016
27324;10 FEET FROM US 1 HWY;GROOVED CONCRETE;ICE;DARK - LIGHTED ROADWAY;RAIN;2016-12-17 14:52:13+00:00;2016
27326;100 FEET FROM 2350 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-22 01:29:01+00:00;2016
27331;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-21 21:58:35+00:00;2016
27332;0 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-20 21:49:38+00:00;2016
27340;200 FEET FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-21 12:43:03+00:00;2016
27341;250 FEET FROM SR 1152 (HOLLY SPRINGS RD);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-12-19 17:53:00+00:00;2016
27346;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-21 19:36:36+00:00;2016
27351;0 FEET FROM 1 HWY;GROOVED CONCRETE;ICE;DARK - LIGHTED ROADWAY;FREEZING RAIN;2016-12-18 02:41:58+00:00;2016
27354;100 FEET FROM CHATSWORTH ST;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-12-23 23:29:46+00:00;2016
27356;161 FEET FROM PVA OF 2080 KILDAIERE FARM RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2016-12-28 00:54:49+00:00;2016
27363;.2 MILES FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-26 21:16:46+00:00;2016
27374;50 FEET FROM NC54 (NE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-22 18:15:17+00:00;2016
27385;150 FEET FROM WALNUT ST(SR#1313);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-23 17:54:00+00:00;2016
27392;.14 MILES FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-17 01:16:19+00:00;2016
27396;3 FEET FROM PVA (930 HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-23 19:20:28+00:00;2016
27398;300 FEET FROM PVA 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-24 19:24:17+00:00;2016
27400;200 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-27 21:01:32+00:00;2016
27404;30 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-26 18:24:07+00:00;2016
27408;50 FEET FROM US 1 SOUTH;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-22 20:42:11+00:00;2016
27411;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-22 20:30:56+00:00;2016
27415;149 FEET FROM SR 3090 (WESTON PKWY);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-12-23 03:21:00+00:00;2016
27416;490 FEET FROM GARENDON DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-12-24 03:35:00+00:00;2016
27421;20 FEET FROM US 1;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-12-28 14:21:01+00:00;2016
27424;300 FEET FROM 2350 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-28 16:40:00+00:00;2016
27430;15 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-28 13:31:43+00:00;2016
27433;200 FEET FROM CRESCENT GREEN;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2016-12-29 18:56:10+00:00;2016
27451;20 FEET FROM GREGSON DR;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLOUDY;2016-12-30 23:07:14+00:00;2016
27452;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-12-31 00:37:37+00:00;2016
27454;240 FEET FROM P.V.A. 760 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-12-31 17:21:00+00:00;2016
27459;380 FEET FROM NC 54 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-01-01 17:31:00+00:00;2017
27460;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2017-01-01 23:31:36+00:00;2017
27464;127 FEET FROM PVA 200 DOMINION OAK CIR;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2017-01-02 05:07:00+00:00;2017
27465;5 MILES FROM US HWY 1;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2017-01-02 06:21:33+00:00;2017
27467;.2 MILES FROM SR-3081 (CHAPIL HILL RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;FOG;2017-01-03 02:25:19+00:00;2017
27472;100 FEET FROM PVA OF 1805 WALNUT ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-12-30 22:46:39+00:00;2016
27475;15 FEET FROM SR 1349 (DILLARD DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-31 17:56:00+00:00;2016
27479;0 FEET FROM SR 1011 (CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-12-30 18:55:30+00:00;2016
27480;100 FEET FROM HARLON DR;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2017-01-03 16:37:00+00:00;2017
27482;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2017-01-03 14:16:37+00:00;2017
27493;50 FEET FROM SR 4067 (REGENCY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-01-04 13:16:28+00:00;2017
27504;192 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-01-04 22:30:43+00:00;2017
27516;80 FEET FROM PVA STATE EMPLOYEES CREDIT UNI;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-01-05 18:34:00+00:00;2017
27520;0 FEET FROM NW CARY PKWY;COARSE ASPHALT;DRY;DUSK;CLEAR;2017-01-05 04:55:00+00:00;2017
27528;0 FEET FROM SR 1615 (HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-01-06 12:07:56+00:00;2017
27529;30 FEET FROM PVA (869 CARY TOWNE BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-01-05 21:36:39+00:00;2017
27544;.15 MILES FROM US 1 SOUTH;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2017-01-06 19:29:36+00:00;2017
27554;159 FEET FROM SR 3977 (CARY PKWY);SMOOTH ASPHALT;WATER (STANDING, MOVING);DARK - LIGHTED ROADWAY;CLOUDY;2017-01-06 21:12:06+00:00;2017
27559;.10 MILES FROM I 40;COARSE ASPHALT;SLUSH;DAYLIGHT;CLOUDY;2017-01-09 19:44:57+00:00;2017
27567;0 FEET FROM SR 1011 (E CHATHAM ST);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2017-01-11 20:53:20+00:00;2017
27574;200 FEET FROM P.V.A. (1300 CRESECENT GREEN);SMOOTH ASPHALT;SNOW;DAYLIGHT;CLEAR;2017-01-10 17:06:00+00:00;2017
27582;200 FEET FROM SR1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2017-01-13 01:52:12+00:00;2017
24607;0 FEET FROM SR 1415 (MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-01 14:35:00+00:00;2016
24608;100 FEET FROM PVA 405 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-03 19:15:51+00:00;2016
24610;15 FEET FROM S.R. 3977 (SE CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-03 19:13:04+00:00;2016
24638;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-05 18:47:43+00:00;2016
24639;.25 MILES FROM CROSSROADS BLVD;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-05 21:52:03+00:00;2016
24643;CARY;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2016-11-05 19:13:39+00:00;2016
24668;50 FEET FROM US 1 EXIT 98 RAMP SB;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-07 21:38:17+00:00;2016
24674;.10 MILES FROM PVA 123 MIDDLE CREEK PARK AVE;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-08 00:20:24+00:00;2016
24681;20 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-11-05 01:58:18+00:00;2016
24684;.11 MILES FROM P.V.A. 171 SR 1615 (HIGH HOUSE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-08 14:26:50+00:00;2016
24685;150 FEET FROM SR 3977 (SE CARY PARKWAY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-08 15:07:00+00:00;2016
24693;.12 MILES FROM PVA OF 2750 NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-08 16:18:00+00:00;2016
24696;.02 MILES FROM PVA OF 530 NEW WAVERLY PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-11-09 18:37:39+00:00;2016
24698;.2 MILES FROM SR 1613 (DAVIS DR);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-11-09 01:17:52+00:00;2016
24707;80 FEET FROM PVA OF 1830 WALNUT ST.;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-09 10:08:45+00:00;2016
24708;279 FEET FROM FREEPORT DR;;;;CLOUDY;2016-10-29 04:00:00+00:00;2016
24710;.5 MILES FROM US 1 NB;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-11-14 03:08:00+00:00;2016
24727;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-10 23:45:20+00:00;2016
24728;95 FEET FROM BYRUM ST;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-11-11 04:18:00+00:00;2016
24734;100 FEET FROM SR 1521 (LAKE PINE DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-11 18:07:04+00:00;2016
24741;100 FEET FROM WALNUT ST TO US 1 RAMP NB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-12 19:38:43+00:00;2016
24748;100 FEET FROM W DYNASTY DR;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-11-14 07:11:15+00:00;2016
24749;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-12 15:18:00+00:00;2016
24759;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-15 11:53:47+00:00;2016
24762;250 FEET FROM P.V.A. (1380 NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-14 18:08:11+00:00;2016
24766;NEAR 100 FEET FROM SR-1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DAWN;CLEAR;2016-11-15 11:26:08+00:00;2016
24770;50 FEET FROM 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-11-14 18:39:07+00:00;2016
24772;400 FEET FROM 2734 NC 55 HWY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-10 21:07:49+00:00;2016
24782;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-10 20:25:01+00:00;2016
24790;0 FEET FROM CAITBOO AVE;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-16 23:20:02+00:00;2016
24793;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-16 08:29:00+00:00;2016
25796;25 FEET FROM PVA OF 300 ASHVILLE AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-17 17:41:00+00:00;2016
25799;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-17 19:14:30+00:00;2016
25800;.23 MILES FROM OLD REEDY CREEK RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-17 18:11:57+00:00;2016
26803;25 FEET FROM PVA OF 300 ASHVILLE AVE;;;;CLOUDY;2016-11-17 20:55:16+00:00;2016
26804;.25 MILES FROM 101 HAMPTON LEE CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-17 13:03:17+00:00;2016
26805;200 FEET FROM SR # 1653 (EVANS RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-07 13:54:52+00:00;2016
26827;350 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-19 19:00:30+00:00;2016
26829;15 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-19 15:55:00+00:00;2016
26834;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-20 16:15:00+00:00;2016
26837;.11 MILES FROM SR-1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-20 19:57:31+00:00;2016
26840;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-20 20:55:13+00:00;2016
26842;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-21 12:44:10+00:00;2016
26843;CARY;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2016-11-20 14:25:09+00:00;2016
26858;200 FEET FROM 1512 WHITE OAK CHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-16 14:55:33+00:00;2016
26860;281 FEET FROM P.V.A. (2200 GATEWAY CENTRE);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-22 14:27:46+00:00;2016
26864;50 FEET FROM SR 3081 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-21 15:13:00+00:00;2016
26869;.2 MILES FROM US 1;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-11-23 07:44:07+00:00;2016
26873;500 FEET FROM S. WALKER ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-22 17:30:00+00:00;2016
26875;200 FEET FROM KILDAIRE FARM RD(SR#1300);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-23 03:02:00+00:00;2016
26876;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-23 16:53:00+00:00;2016
26880;129 FEET FROM P.V.A. (801 BASS PRO LN);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-23 17:27:00+00:00;2016
26882;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-23 18:27:54+00:00;2016
26887;50 FEET FROM PVA 6404 TRYON RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-23 18:58:36+00:00;2016
26889;.1 MILES FROM 131 GREENMONT LN;SOIL;SAND, MUD, DIRT, GRAVEL;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-11-22 06:44:46+00:00;2016
26890;0 FEET FROM SR 1415 (SW MAYNARD RD);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-11-24 16:21:00+00:00;2016
26895;CARY;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-27 01:09:46+00:00;2016
26906;200 FEET FROM US1;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-23 03:02:00+00:00;2016
26910;17 FEET FROM P.V.A (900 AUDUBON PARC);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-19 13:08:16+00:00;2016
26911;400 FEET FROM PVA OF 210 GREEN LEVEL CHURCH;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-22 20:35:19+00:00;2016
26913;0 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-24 19:08:59+00:00;2016
26921;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-26 14:51:27+00:00;2016
26930;2 MILES FROM US HWY 1;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-28 12:15:47+00:00;2016
26942;75 FEET FROM MACEDONIA RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-28 12:57:34+00:00;2016
26948;.1 MILES FROM US 1 HWY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-29 23:15:44+00:00;2016
26955;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-11-29 20:58:47+00:00;2016
26957;5 MILES FROM US HWY 64;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-11-29 23:23:16+00:00;2016
26971;146 FEET FROM SR 3977 (CARY PARKWAY);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-11-30 11:55:00+00:00;2016
26974;20 FEET FROM SR 1616 OLD APEX RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-25 05:00:00+00:00;2016
26977;45 FEET FROM PARK MANOR LN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-11-30 15:02:00+00:00;2016
26985;.38 MILES FROM US 1 S;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2016-11-30 17:03:00+00:00;2016
26987;CARY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-12-01 00:20:26+00:00;2016
26990;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-01 20:17:25+00:00;2016
26992;100 FEET FROM SR 1415 (NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-01 20:58:14+00:00;2016
26993;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-12-02 00:34:25+00:00;2016
26994;32 FEET FROM SR# 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-01 20:57:26+00:00;2016
26995;.1 MILES FROM  MARENGO DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-01 12:43:08+00:00;2016
26998;70 FEET FROM US 1 EXIT 98 RAMP SB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-02 15:47:00+00:00;2016
27009;25 FEET FROM 209 LONESTAR WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-02 18:50:10+00:00;2016
27017;65 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-03 19:57:17+00:00;2016
27023;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-03 13:08:30+00:00;2016
27026;.14 MILES FROM SR# 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-02 21:35:54+00:00;2016
27034;.5 MILES FROM US 1 HWY;COARSE ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-12-05 02:47:13+00:00;2016
27038;25 FEET FROM SR 3977 (CARY PARKWAY);SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2016-12-05 13:04:01+00:00;2016
27039;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-05 15:57:00+00:00;2016
27053;.33 MILES FROM US HWY 64;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-05 19:38:19+00:00;2016
27064;150 FEET FROM S.R. 1415 (SW MAYNARD RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-12-06 22:37:00+00:00;2016
27067;300 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-12-06 22:38:00+00:00;2016
27068;CARY;SMOOTH ASPHALT;WET;DUSK;RAIN;2016-12-06 23:23:03+00:00;2016
27076;200 FEET FROM ADDENBROCK DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-07 21:20:14+00:00;2016
27082;265 FEET FROM SR 1011 ( W. CHATHAM ST );SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-07 14:08:52+00:00;2016
27083;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-12-08 02:18:58+00:00;2016
27086;10 FEET FROM W. CHATHAM ST.;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-12-07 21:35:26+00:00;2016
29593;.75 MILES FROM 201 MET LIFE WAY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2017-06-17 14:50:00+00:00;2017
29596;10 FEET FROM US1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-06-19 00:26:48+00:00;2017
29598;20 FEET FROM P.V.A. (JAVA JIVE);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-06-17 18:47:42+00:00;2017
29601;15 FEET FROM LEGAULT DR;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2017-06-17 02:08:00+00:00;2017
29606;200 FEET FROM P.V.A (1207 KILDAIRE FARM RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-19 16:44:00+00:00;2017
29607;30 FEET FROM FINCASTLE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-19 16:28:00+00:00;2017
29611;100 FEET FROM U.S. 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-19 21:42:56+00:00;2017
29612;.1 MILES FROM P.V.A. (2410 WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-19 17:22:57+00:00;2017
29620;400 FEET FROM 220 GRANDE HEIGHTS DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-14 20:29:05+00:00;2017
29622;100 FEET FROM P.V.A. (105 MAYNARD CROSSING C;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-20 16:02:00+00:00;2017
29624;0 FEET FROM SR 3977 (SW CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-19 11:21:59+00:00;2017
29625;50 FEET FROM 1201 RIGGINS MILL RD;SMOOTH ASPHALT;UNKNOWN;UNKNOWN;CLOUDY;2017-06-20 20:50:02+00:00;2017
29626;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-21 18:46:02+00:00;2017
29627;400 FEET FROM CHAPELWOOD WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-21 19:41:03+00:00;2017
29630;232 FEET FROM P.V.A. (2303 NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-21 22:10:55+00:00;2017
29638;200 FEET FROM PVA 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-06-22 13:51:07+00:00;2017
29644;.20 MILES FROM 1011 VILLAGE GREENWAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-06-22 20:45:41+00:00;2017
29648;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-06-20 21:11:21+00:00;2017
29649;CARY;;;;CLOUDY;2017-06-20 04:24:00+00:00;2017
29650;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2017-06-23 11:44:43+00:00;2017
29655;298 FEET FROM SR# 1313 (WALNUT ST);GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2017-06-23 18:05:35+00:00;2017
29658;75 FEET FROM SR1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-24 00:20:26+00:00;2017
29660;.15 MILES FROM SR1011 (OLD APEX RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-24 13:01:55+00:00;2017
29669;50 FEET FROM U.S. 64 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2017-06-24 21:47:02+00:00;2017
29673;.05 MILES FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-23 20:24:16+00:00;2017
29677;200 FEET FROM P.V.A. (2021 WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-25 17:04:56+00:00;2017
29679;318 FEET FROM 1216 PARKSIDE MAIN ST;SMOOTH ASPHALT;UNKNOWN;UNKNOWN;CLOUDY;2017-06-18 20:14:54+00:00;2017
29681;25 FEET FROM SR-3977 SE CARY PKWY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2017-06-22 21:21:43+00:00;2017
29689;174 FEET FROM 4248 SW CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-25 14:02:00+00:00;2017
29696;100 FEET FROM PVA 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-26 20:42:46+00:00;2017
29703;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-26 22:55:26+00:00;2017
29708;400 FEET FROM PVA 108 NORTHINGTON PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-26 22:00:14+00:00;2017
29710;250 FEET FROM SR 1319 (JONES FRANKLIN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-26 17:31:10+00:00;2017
29714;100 FEET FROM OGLE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-27 17:21:45+00:00;2017
29715;8 FEET FROM PVA (910 KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-26 21:10:15+00:00;2017
29719;83 FEET FROM PVA 1937 SR 1615 (HIGH HOUSE R;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-27 18:07:50+00:00;2017
29721;10 FEET FROM SR1423 (PINEY PLAINS RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-27 18:49:53+00:00;2017
29723;10 FEET FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2017-06-22 20:53:46+00:00;2017
29725;50 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2017-06-28 15:27:00+00:00;2017
